CONTENT         weegfactoren
COMP            NO2
YEAR            2019
VERSION         1.0 
RELEASE_DATE    04-03-2020
RESOLUTION_km   10
NUM_STATIONS     8
COORD_FORMAT    F8.3
DATA_FORMAT     E10.3

 155.000 615.000 934 918 538 818 617 929 807 444 0.208E+00 0.181E+00 0.126E+00 0.718E-01 0.462E-01 0.430E-01 0.278E-01 0.244E-01
 165.000 615.000 934 918 538 818 929 617 807 444 0.262E+00 0.187E+00 0.116E+00 0.787E-01 0.527E-01 0.470E-01 0.311E-01 0.219E-01
 175.000 615.000 934 918 538 818 929 617 807 738 0.329E+00 0.185E+00 0.104E+00 0.843E-01 0.641E-01 0.469E-01 0.344E-01 0.198E-01
 185.000 615.000 934 918 538 818 929 617 807 738 0.407E+00 0.177E+00 0.914E-01 0.882E-01 0.773E-01 0.459E-01 0.374E-01 0.197E-01
 195.000 615.000 934 918 929 818 538 617 807 738 0.492E+00 0.163E+00 0.920E-01 0.900E-01 0.790E-01 0.440E-01 0.399E-01 0.193E-01
 205.000 615.000 934 918 929 818 538 807 617 738 0.566E+00 0.147E+00 0.108E+00 0.894E-01 0.672E-01 0.418E-01 0.414E-01 0.186E-01
 215.000 615.000 934 918 929 818 538 807 617 722 0.594E+00 0.128E+00 0.125E+00 0.866E-01 0.564E-01 0.430E-01 0.382E-01 0.183E-01
 225.000 615.000 934 929 918 818 538 807 617 722 0.557E+00 0.141E+00 0.110E+00 0.819E-01 0.469E-01 0.434E-01 0.347E-01 0.188E-01
 235.000 615.000 934 929 918 818 807 538 617 722 0.480E+00 0.155E+00 0.928E-01 0.756E-01 0.429E-01 0.386E-01 0.311E-01 0.190E-01
 245.000 615.000 934 929 918 818 807 538 617 722 0.396E+00 0.165E+00 0.772E-01 0.684E-01 0.416E-01 0.316E-01 0.274E-01 0.190E-01
 255.000 615.000 934 929 918 818 807 538 617 722 0.319E+00 0.170E+00 0.636E-01 0.607E-01 0.395E-01 0.257E-01 0.239E-01 0.187E-01
 135.000 605.000 918 538 934 818 617 444 929 633 0.193E+00 0.174E+00 0.135E+00 0.695E-01 0.533E-01 0.368E-01 0.316E-01 0.268E-01
 145.000 605.000 918 934 538 818 617 929 444 807 0.215E+00 0.173E+00 0.170E+00 0.798E-01 0.568E-01 0.395E-01 0.339E-01 0.302E-01
 155.000 605.000 918 934 538 818 617 929 807 444 0.232E+00 0.222E+00 0.159E+00 0.901E-01 0.592E-01 0.492E-01 0.345E-01 0.307E-01
 165.000 605.000 934 918 538 818 929 617 807 444 0.283E+00 0.240E+00 0.145E+00 0.995E-01 0.608E-01 0.604E-01 0.390E-01 0.274E-01
 175.000 605.000 934 918 538 818 929 617 807 738 0.361E+00 0.237E+00 0.129E+00 0.107E+00 0.748E-01 0.603E-01 0.433E-01 0.255E-01
 185.000 605.000 934 918 818 538 929 617 807 738 0.458E+00 0.225E+00 0.113E+00 0.112E+00 0.912E-01 0.588E-01 0.474E-01 0.253E-01
 195.000 605.000 934 918 818 929 538 617 807 738 0.575E+00 0.205E+00 0.115E+00 0.110E+00 0.956E-01 0.562E-01 0.509E-01 0.248E-01
 205.000 605.000 934 918 929 818 538 807 617 738 0.700E+00 0.182E+00 0.131E+00 0.115E+00 0.803E-01 0.536E-01 0.526E-01 0.238E-01
 215.000 605.000 934 918 929 818 538 807 617 722 0.763E+00 0.156E+00 0.153E+00 0.111E+00 0.667E-01 0.552E-01 0.482E-01 0.234E-01
 225.000 605.000 934 929 918 818 807 538 617 722 0.684E+00 0.175E+00 0.132E+00 0.104E+00 0.557E-01 0.549E-01 0.435E-01 0.241E-01
 235.000 605.000 934 929 918 818 807 538 617 722 0.558E+00 0.195E+00 0.110E+00 0.953E-01 0.550E-01 0.448E-01 0.386E-01 0.245E-01
 245.000 605.000 934 929 918 818 807 538 617 722 0.443E+00 0.211E+00 0.903E-01 0.854E-01 0.532E-01 0.363E-01 0.338E-01 0.244E-01
 255.000 605.000 934 929 818 918 807 538 617 722 0.349E+00 0.219E+00 0.750E-01 0.735E-01 0.504E-01 0.293E-01 0.292E-01 0.239E-01
